age,workclass,fnlwgt,education,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,capital,income
20,Federal-gov,191878,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,20,United-States,0,<=50K
50,Private,154043,HS-grad,Widowed,Adm-clerical,Other-relative,Black,Female,40,United-States,0,<=50K
33,Private,286675,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
35,Private,105821,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,36,United-States,0,<=50K
28,Private,172891,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,0,<=50K
43,Self-emp-inc,677398,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0,>50K
37,Private,410034,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0,<=50K
31,Private,179673,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,>50K
26,Private,102264,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0,<=50K
36,Private,33983,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Male,42,United-States,0,>50K
27,Self-emp-not-inc,114225,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,60,United-States,0,>50K
46,Private,145636,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,3103,>50K
33,Private,101345,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,42,Canada,0,>50K
64,Private,43738,Doctorate,Widowed,Prof-specialty,Not-in-family,White,Male,80,United-States,0,>50K
35,Private,174571,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,0,<=50K
33,State-gov,200289,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,19,India,0,<=50K
53,Local-gov,237523,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0,>50K
46,?,162034,HS-grad,Married-civ-spouse,?,Husband,White,Male,40,United-States,0,<=50K
34,Private,154120,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,15024,>50K
21,Private,75763,Some-college,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,40,United-States,0,<=50K
19,Private,386378,HS-grad,Never-married,Other-service,Not-in-family,White,Male,35,United-States,0,<=50K
60,Private,224644,10th,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,<=50K
71,?,108390,Some-college,Married-civ-spouse,?,Husband,White,Male,20,United-States,3432,<=50K
38,Federal-gov,365430,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,0,<=50K
32,Private,101709,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,United-States,0,>50K
25,State-gov,81993,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,46,United-States,0,<=50K
36,Self-emp-not-inc,193026,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,60,United-States,0,<=50K
77,?,28678,Masters,Married-civ-spouse,?,Husband,White,Male,6,United-States,9386,>50K
22,Private,239954,Some-college,Never-married,Adm-clerical,Other-relative,White,Male,40,United-States,0,<=50K
31,Private,178506,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,0,<=50K
51,Private,176608,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,0,<=50K
24,Private,275395,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,0,<=50K
23,Private,178818,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0,<=50K
62,Local-gov,117292,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,8614,>50K
77,?,132728,Masters,Divorced,?,Not-in-family,White,Male,45,United-States,0,<=50K
30,Private,163604,Bachelors,Widowed,Prof-specialty,Unmarried,White,Female,55,United-States,0,>50K
35,Private,319831,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,60,United-States,0,<=50K
36,Private,140583,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0,<=50K
36,Private,220696,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,>50K
29,Private,261725,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,35,United-States,0,<=50K
23,Private,348092,HS-grad,Never-married,Transport-moving,Own-child,Black,Male,40,Haiti,0,<=50K
25,Private,28520,HS-grad,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0,<=50K
35,Private,194490,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,0,<=50K
34,Private,30673,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,0,<=50K
46,Self-emp-not-inc,139397,10th,Separated,Exec-managerial,Unmarried,White,Female,15,Ecuador,0,<=50K
60,State-gov,352156,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,>50K
37,Self-emp-not-inc,86643,Assoc-acdm,Never-married,Transport-moving,Not-in-family,White,Male,50,United-States,0,<=50K
54,Private,249949,Some-college,Divorced,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,0,<=50K
37,Private,107302,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,15024,>50K
44,Private,98466,10th,Never-married,Farming-fishing,Unmarried,White,Male,35,United-States,0,<=50K
64,Private,45868,7th-8th,Separated,Priv-house-serv,Not-in-family,Other,Female,35,Mexico,0,<=50K
37,Local-gov,263690,Bachelors,Never-married,Prof-specialty,Unmarried,Black,Male,40,?,0,<=50K
52,Private,201783,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,7688,>50K
42,Private,78765,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,3103,>50K
23,Private,175431,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,2174,<=50K
54,Self-emp-not-inc,154785,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,0,<=50K
40,Private,353142,Some-college,Divorced,Machine-op-inspct,Unmarried,Black,Female,40,United-States,0,<=50K
37,Private,211154,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,52,United-States,0,<=50K
37,Federal-gov,143547,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,<=50K
53,Private,285621,Masters,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,0,>50K
24,?,184975,HS-grad,Never-married,?,Not-in-family,White,Female,25,United-States,0,<=50K
53,Private,208402,Some-college,Divorced,Adm-clerical,Unmarried,Other,Female,45,Mexico,4865,<=50K
45,Private,26781,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,8,United-States,0,<=50K
34,Private,302570,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,36,United-States,0,<=50K
32,Private,99548,Some-college,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States,0,<=50K
22,Private,145477,HS-grad,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,40,United-States,0,<=50K
58,?,183869,HS-grad,Married-civ-spouse,?,Husband,White,Male,80,United-States,3411,<=50K
45,Private,285060,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0,>50K
39,Private,297449,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,>50K
23,Local-gov,23438,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,<=50K
21,Private,214399,Some-college,Never-married,Other-service,Own-child,White,Female,24,United-States,-1721,<=50K
24,Private,243368,Preschool,Never-married,Farming-fishing,Not-in-family,White,Male,36,Mexico,0,<=50K
28,Self-emp-not-inc,125442,HS-grad,Divorced,Craft-repair,Own-child,White,Male,40,United-States,0,<=50K
52,Self-emp-inc,181855,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Other,Male,65,United-States,99999,>50K
45,Private,188794,HS-grad,Divorced,Other-service,Not-in-family,White,Female,40,United-States,0,<=50K
30,Private,90308,Preschool,Never-married,Other-service,Unmarried,White,Male,28,El-Salvador,0,<=50K
32,Private,313729,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0,<=50K
48,Private,77404,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0,>50K
41,Self-emp-not-inc,226505,HS-grad,Divorced,Other-service,Unmarried,White,Female,40,United-States,0,<=50K
36,Private,310531,10th,Separated,Handlers-cleaners,Unmarried,Black,Male,40,United-States,0,<=50K
38,Private,268893,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,70,United-States,0,<=50K
25,Private,265618,HS-grad,Separated,Protective-serv,Own-child,Black,Male,40,United-States,0,<=50K
54,Private,221336,HS-grad,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Female,40,Philippines,0,<=50K
38,Private,272017,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0,<=50K
45,Private,192053,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0,>50K
67,Private,191380,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,>50K
61,Private,227332,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,0,<=50K
22,Private,137320,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,0,<=50K
58,Self-emp-inc,143266,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,<=50K
27,Private,445365,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0,<=50K
22,Private,401335,Some-college,Never-married,Other-service,Unmarried,Black,Female,30,United-States,0,<=50K
55,Private,209962,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,0,<=50K
22,State-gov,119838,Some-college,Never-married,Other-service,Own-child,White,Male,10,United-States,0,<=50K
65,Private,105586,Some-college,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,United-States,20051,>50K
22,Private,102258,Some-college,Divorced,Protective-serv,Not-in-family,White,Male,40,United-States,0,<=50K
32,Local-gov,177794,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,<=50K
27,State-gov,208406,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,30,United-States,0,<=50K
73,Private,33493,HS-grad,Widowed,Sales,Not-in-family,White,Female,3,United-States,0,<=50K
55,Private,118993,Some-college,Separated,Exec-managerial,Unmarried,White,Female,10,United-States,0,<=50K
24,Private,224954,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0,<=50K
44,Self-emp-not-inc,187164,HS-grad,Divorced,Transport-moving,Unmarried,White,Male,60,United-States,0,<=50K
43,Self-emp-inc,188436,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,5013,<=50K
35,Self-emp-not-inc,60269,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0,<=50K
63,Self-emp-not-inc,795830,1st-4th,Widowed,Other-service,Unmarried,White,Female,30,El-Salvador,0,<=50K
54,Private,286989,Preschool,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,0,<=50K
18,Private,52776,HS-grad,Never-married,Sales,Own-child,White,Female,25,United-States,0,<=50K
33,Private,111985,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,58,United-States,0,<=50K
32,Private,136480,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0,>50K
61,Private,215766,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0,>50K
25,Private,122999,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0,<=50K
44,Private,112262,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,5178,>50K
41,Self-emp-inc,244172,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,?,0,>50K
40,Private,205047,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,United-States,0,>50K
55,Private,376548,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0,<=50K
31,Private,121308,11th,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0,<=50K
37,Private,190987,Some-college,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,7298,>50K
48,Private,449354,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,4386,>50K
63,Self-emp-not-inc,404547,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,0,<=50K
54,Private,343333,Bachelors,Widowed,Adm-clerical,Not-in-family,White,Female,80,United-States,0,>50K
43,Local-gov,598995,Bachelors,Divorced,Prof-specialty,Unmarried,Black,Female,42,United-States,0,<=50K
67,Self-emp-inc,325373,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,0,<=50K
30,Private,243190,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,20,India,0,>50K
35,Private,225860,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,>50K
23,Private,34918,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,15,United-States,0,<=50K
55,Federal-gov,186791,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0,<=50K
33,Private,123253,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,0,>50K
29,Private,46987,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,55,United-States,0,<=50K
29,Private,239632,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0,<=50K
60,Private,156774,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,0,>50K
53,Self-emp-not-inc,152810,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
36,Private,189382,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,0,>50K
32,Private,153471,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,35,United-States,0,<=50K
57,Self-emp-not-inc,225334,Prof-school,Married-civ-spouse,Sales,Wife,White,Female,35,United-States,15024,>50K
52,Private,174421,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,32,United-States,0,<=50K
34,Private,38223,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
40,Self-emp-not-inc,174112,HS-grad,Divorced,Other-service,Unmarried,White,Female,50,United-States,0,<=50K
47,Private,121124,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,15024,>50K
50,Self-emp-inc,127315,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,15024,>50K
36,Private,30267,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0,<=50K
43,Self-emp-not-inc,116632,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,-1887,>50K
55,Private,104724,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,>50K
45,Private,39464,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0,<=50K
28,Private,31778,Bachelors,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0,<=50K
28,Private,132870,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0,<=50K
38,Local-gov,172855,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,United-States,-1887,>50K
53,Private,329222,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Laos,-1740,<=50K
22,Private,444554,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,0,<=50K
50,Local-gov,164127,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,0,<=50K
35,State-gov,213076,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0,<=50K
33,Private,203488,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,-1672,<=50K
25,Private,165622,Masters,Never-married,Sales,Not-in-family,White,Male,55,United-States,0,<=50K
34,Private,110622,Bachelors,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40,Philippines,0,<=50K
48,Private,350440,Some-college,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,40,Cambodia,0,>50K
21,Private,129980,9th,Never-married,Transport-moving,Own-child,White,Male,40,United-States,0,<=50K
30,Private,163003,Bachelors,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,52,Taiwan,0,<=50K
48,Private,141944,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,4386,>50K
53,Private,183973,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,0,>50K
30,Private,95299,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,Vietnam,0,>50K
30,Private,296453,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,35,United-States,0,<=50K
56,Local-gov,277203,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0,>50K
19,Private,235909,Some-college,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,0,<=50K
30,Local-gov,172822,Assoc-voc,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,0,<=50K
45,Private,212120,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,15024,>50K
41,Self-emp-inc,104813,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,>50K
19,Private,231688,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,20,United-States,0,<=50K
63,?,203821,HS-grad,Married-civ-spouse,?,Husband,White,Male,40,United-States,0,<=50K
48,Self-emp-not-inc,209146,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0,<=50K
26,?,211798,HS-grad,Separated,?,Unmarried,White,Female,40,United-States,0,<=50K
28,Private,198493,Assoc-acdm,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0,<=50K
49,Self-emp-inc,102771,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,52,United-States,0,>50K
